Subject Code	Course Code	Course Title
ECE	480	Senior Design
ECE	802	Selected Topics
ECE	813	Advanced VLSI Design
ECE	818	Robotics
ECE	835	Electromagnet Flds & Waves I
ECE	851	Linear Systems and Control
ECE	853	Optimal Control
ECE	868	Signal Compression
ECE	899	Master's Thesis Research
ECE	999	Doctoral Dissertation Research
ED	800	Concepts Educational Inquiry
ED	870	Capstone Seminar
ED	928	Prosem in Educational Policy
ED	945	Adv Econ of Ed II
EEP	320	Environmental Economics
EEP	404	Pub Sec Budg & Prog Eval (W)
EEP	405	Corp Environ Mgt
EGR	100	Intro to Engineering Design
EGR	102	Intro to Engineering Modeling
EGR	160	Diversity and Engineering
EGR	291	Selected Topics
EGR	310	Sustainable Systems Analysis
EGR	393	Engineering Cooperative Ed
EGR	410	System Methodology
EM	540	Preclinical Emergency Medicine
ENE	280	Principle of Envir Engr & Sci
ENE	422	Applied Hydraulics
ENE	487	Microb for Envir Sci & Eng
ENE	489	Air Pollution Science Engr
ENE	801	Dynamics of Environ Systems
ENE	806	Envir Eng Process Laboratory
ENE	829	Mixing and Transp in Surf Wat
ENE	890	Sel Top in Environmental Engin
ENE	900	Research Strat Meth Env Eng Sc
ENE	999	Doctoral Dissertation Research
ENG	126	Intro to Literary Genres
ENG	140	Literature and Society
ENG	142	Introduction to Popular Lit
ENG	153	Introduction to Women Authors
ENG	205	Topics in British Literature
ENG	206	Topics in Global Literatures
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	223	Intro Creative Non-Fict Writ
ENG	226	Intro to Creative Writing
ENG	226	Intro to Creative Writing
ENG	228	Intro to Fiction Writing
ENG	229	Introduction to Poetry Writing
ENG	230	Introduction to Film
ENG	232	Writing as Exploration
ENG	280	Foundations Literary Study II
ENG	280	Foundations Literary Study II
ENG	280	Foundations Literary Study II
ENG	302	Intro to the English Language
ENG	308	Literature for Young Adults
ENG	314	Readings in North American Lit
ENG	318	Readings in Shakespeare
ENG	318	Readings in Shakespeare
ENG	320A	Meth Literary History: Genre
ENG	320B	Meth Literary History: Region
ENG	320C	Meth Literary History: Canon
ENG	327	Introduction to Playwriting
ENG	328	Readings in Novel & Narrative
ENG	330	Classical Film Media Theory
ENG	332	Historical Approaches to Film
ENG	334	Screenwriting
ENG	342	Readings in Popular Lit Genres
ENG	351	Readings in Chicano/Latino Lit
ENG	353	Readings in Women Writers
ENG	353	Readings in Women Writers
ENG	354	Native American Literature
ENG	356	Readings in Jewish Literature
ENG	362	Studies Modern/Contemp Lit (W)
ENG	364	Studies 18th/19th C Lit (W)
ENG	368	Studies Medieval/Early Mod (W)
ENG	413	Crit Questns Lang & Comp (W)
ENG	413	Crit Questns Lang & Comp (W)
ENG	428	Advanced Fiction Writing
ENG	429	Advanced Poetry Writing
ENG	431C	Studies in Film and Gender
ENG	435B	Creating the Fiction Film II
ENG	443	Seminar 19th C American Lit
ENG	445	Seminar 20th/21st C Amer Lit
ENG	484B	Crit Questns Region, School
ENG	814	Lit in English after 1800
ENG	999	Doctoral Dissertation Research
ENT	111	Basic of Applied Entomology
ENT	205	Pests, Society and Environment
ENT	470	General Nematology
ENT	812	Graduate Seminar
ENT	848	Biological Control
ENT	850	Insect Physiology
ENT	899	Master's Thesis Research
ENT	999	Doctoral Dissertation Research
EPI	290	History Public Health & Epid
EPI	390	Disease in Society
EPI	546	IM/EPI Biostat
EPI	546	IM/EPI Biostat
EPI	809	Biostatistics II
ESA	191	Env Studies Agriscience
ESA	200	Intro to Env Studies & Agrisci
ESA	200	Intro to Env Studies & Agrisci
ESA	235	Env Issues Using Film
ESA	312	Leadership for Envir Agr Prof
ESA	324	Water Resource Management
ESA	343	Community Food & Agr Systems
ESA	440	Env & Nat Res Policy in MI
ESA	460	Natural Resource Economics
ESA	470	Thry & Pract Commun & Econ Dev
ESL	91	Inten Eng Non-Nat Speakers I
ESL	92	Inten Eng Non-Nat Speakers II
ESL	93	Inten Eng Non-Nat Speakers III
ESL	94	Inten Eng Non-Nat Speakers IV
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	221	English Composition
ESL	221	English Composition
ESL	221	English Composition
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	222	Listen Spk for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESL	223	Reading for NNS of English
ESP	800	Intro to Environ Sci & Policy
FCM	522	Sports Med - Orthopedic Exam
FCM	590	Spec Prob in Family Medicine
FCM	620	Family Medicine Clerkship
FCM	650	Prin of Fam Med - Intensive
FI	311	Financial Management
FI	311	Financial Management
FI	312	Introduction to Investments
FI	312	Introduction to Investments
FI	312	Introduction to Investments
FI	320	Introduction to Finance
FI	321	Theory of Investments
FI	379	Advanced Derivatives (D)
FI	413	Mgt of Financial Institutions
FI	414	Advanced Business Finance (W)
FI	414	Advanced Business Finance (W)
FI	414	Advanced Business Finance (W)
FI	444	Entrepreneurial Finance
FI	451	Interntl Financial Management
FI	455	Computer Appl Financl Modeling
FI	457	Security Analysis
FI	478	Investment Strat & Spec Mrkts
FI	478	Investment Strat & Spec Mrkts
FI	801	Managerial Finance
FI	851	Introduction to Investments
FI	852	Financial Markets & Strategies
FI	857	Security Analysis
FI	862	Advanced Managerial Finance
FI	870	Venture Capital
FI	878	Bank Management
FI	891	Topics in Finance
FIM	210	Seminar in FIM
FIM	220	Food Product Marketing
FIM	335	Food Marketing Management
FIM	415	HR Mgt: Changes & Challenges
FMP	608	Family Practice Clerkship
FOR	101	Michigan's Forests
FOR	202	Introduction to Forestry
FOR	306	Forest Biometry
FOR	330	Social Appl in Forestry
FOR	412	Wildland Fire
FOR	466	Natural Resource Policy
FRN	101	Elementary French I
FRN	102	Elementary French II
FRN	201	Second-Year French I
FRN	201	Second-Year French I
FRN	202	Second-Year French II
FRN	202	Second-Year French II
FRN	320	Self-Express in Writing (W)
FRN	321	Oral Expression
FRN	321	Oral Expression
FRN	330	French Phonetics
FRN	340	Intro to Reading French Lit(W)
FRN	416	Intro to French Studies II
FRN	430	French Linguistics
FRN	447	Genre-Based Seminar
FRN	447	Genre-Based Seminar
FSC	325	Food Proc: Unit Operations
FSC	421	Food Laws and Regulations
FSC	431	Cereals Processing
FSC	432	Food Processing: Dairy Foods
FSC	440	Food Microbiology
FSC	441	Food Microbiology Laboratory
FSC	470	Food Prod Development
FSC	810	International Food Laws & Regs
FSC	811	U.S. Food Laws and Regulations
FSC	814	Canadian Food Laws & Regs
FSC	816	Codex Alimentarius (Food Code)
FSC	892	Food Sci/Anim Sci Seminar
FSC	999	Doctoral Dissertation Research
FW	101	Fundamentals of Fish & Wild
FW	101	Fundamentals of Fish & Wild
FW	110	Conserv & Mangt of Marine Res
FW	211	Intro Gender & Environ Issues
FW	364	Ecological Problem Solving
FW	410	Upland Ecosystem Management
FW	419	Applic GIS Natural Resources
FW	431	Fish Ecophysiology Toxicology
FW	443	Restoration Ecology
FW	444	Conservation Biology
FW	471	Ichthyology
FW	472	Limnology
FW	479	Fisheries Management
FW	480	Intl Studies Fisher & Wildlife
FW	491	Spec Top Fisheries & Wildlife
FW	840	Landscape Ecology
FW	893	Sem in Fisheries & Wildlife
FW	893	Sem in Fisheries & Wildlife
FW	899	Master's Thesis Research
FW	999	Doctoral Dissertation Research
GBL	323	Intro to Business Law
GBL	323	Intro to Business Law
GBL	395	Law Public Policy & Business
GBL	395	Law Public Policy & Business
GBL	395	Law Public Policy & Business
GBL	451	Law of Commercial Transactions
GBL	460	International Law and Business
GBL	480	Int'l Envt'l Law for Bus (I)
GEN	800	Genetics Seminar
GEN	999	Doctoral Dissertation Research
GEO	113	Intro to Economic Geography
GEO	113	Intro to Economic Geography
GEO	151	Human Geography
GEO	203	Introduction to Meteorology
GEO	204	World Regional Geography
GEO	206	Physical Geography
GEO	206L	Physical Geography Laboratory
GEO	221	Intro Geographic Information
GEO	324	Remote Sensing of Environment
GEO	325	Geographic Information Systems
GEO	330	Geography of the U.S. & Canada
GEO	333	Geography of Michigan
GEO	339	Geography of the Middle East
GEO	413	Urban Geography
GEO	424	Advanced Remote Sensing
GEO	425	Problems in GIScience (W)
GEO	436	Spatial Analysis of Population
GEO	453	Metropolitan Environments
GEO	869	Geosimulation
GEO	986	Theory & Philosop in Geography
GEO	999	Doctoral Dissertation Research
GLG	201	The Dynamic Earth
GLG	202	Geology of Michigan
GLG	301	Geology of the Great Lakes Reg
GLG	304	Phys & Biol History of Earth
GLG	361	Petrology
GLG	412	Glacial Geology-Climate Change
GLG	421	Environmental Geochemistry
GLG	431	Sedimentology/Stratigraphy
GLG	470	Prin of Modern Geophysics
GRM	101	Elementary German I
GRM	102	Elementary German II
GRM	201	Second-Year German I
GRM	202	Second-Year German II
GRM	202	Second-Year German II
GRM	202	Second-Year German II
GRM	202	Second-Year German II
GRM	302	Third-Year German II
GRM	341	German Lit & Cult Before 1918
GRM	445	20th Cen & Contemp German Lit
GRM	460	Ling Analysis of Modern German
GSAH	220	Global Interactions/Identites
GSAH	230	Values/Experience/Difference
HA	102	Wstrn Art:Renaissance-Contemp
HA	209	Ancient Art
HA	210	Medieval Art
HA	230	Renaissance and Baroque Art
HA	240	Modern Art
HA	261	Modern Asian Art
HA	389	Methods in Art History
HA	401	Greek Art and Archaeology
HA	452	Contemporary Art
HA	463	Japanese Art
HA	491	Spec Topics in History of Art
HA	491	Spec Topics in History of Art
HB	100	Intro Hospitality Business
HB	105	Service Management
HB	201	HB Prof Dev I
HB	201	HB Prof Dev I
HB	237	Mgt of Lodging Systems
HB	265	Food Mgt: Safety & Nutrition
HB	267	Food and Beverage Management
HB	302	Hospitality Managerial Acct
HB	307	Hospitality Human Resource
HB	311	Hospitality Finance
HB	321	Club Operations and Management
HB	337	Hospitality Information Sys
HB	345	Quantity Food Production Sys
HB	345L	Quantity Food Prod Sys Lab
HB	349	Facility Maintenance & Systems
HB	358	Hospitality Business Ownership
HB	375	Hospitality Marketing
HB	401	HB Prof Dev II
HB	401	HB Prof Dev II
HB	405	Adv Food Bev Mgt
HB	409	Introduction to Wine
HB	411	Hospitality Beverages
HB	447	Hospitality Business Law
HB	473	Hospitality Industry Research
HB	475	Applied Marketing Food Serv
HB	476	Applied Marketing Lodging
HB	482	Advanced Hospitality Finance
HB	485	Hospitality Food Operations
HB	489	Hospitality Bus Strategy (W)
HB	490	Independent Study
HB	491	Curr Top in Hospitality Bus
HB	802	Hospitality Operations
HB	875	Market Hospitlty Indust
HB	882	Financial Mgt Hosptity Indust
HDFS	145	Indiv Marriage & the Family
HDFS	211	Child Growth and Development
HDFS	212	Children, Youth and Family
HDFS	225	Lifespan Human Devel in Family
HDFS	225	Lifespan Human Devel in Family
HDFS	238	Personal Finance
HDFS	270	Intro to HDFS
HDFS	270	Intro to HDFS
HDFS	320	Interaction with Children
HDFS	320L	Interaction with Children-Lab
HDFS	321	Curriculum for Children
HDFS	321L	Curriculum for Children-Lab
HDFS	322	Infant Dev & Program Planning
HDFS	345	Principles Family Studies (W)
HDFS	405	Work and Family
HDFS	414	Parenting
HDFS	442	Ethnic Families in America
HDFS	444	Interpersonal Relation Family
HDFS	445	Human Sexuality
HDFS	449	Special Needs Child & Family
HDFS	454	Family Financial Management
HDFS	472	Eval of Human Service Programs
HDFS	493	Internship
HDFS	810	Theories of Human Development
HDFS	814	Parenthood & Parent Education
HDFS	820	Infant Development
HDFS	847	Theories of the Family
HDFS	862	Yth Cultures/Culture of Yths
HDFS	881	Quant Meth Fam Child Ecology
HDFS	892	Sem in Human Dev & Fam Studies
HDFS	895	Families in Poverty
HDFS	999	Doctoral Dissertation Research
HEB	102	Elementary Hebrew II
HEB	202	Second-Year Hebrew II
HM	101	Introduction to Public Health
HM	101	Introduction to Public Health
HM	101	Introduction to Public Health
HM	515	Cardiovascular Domain
HM	515	Cardiovascular Domain
HM	525	Pulmonary Domain
HM	525	Pulmonary Domain
HM	526	Urinary Tract Domain
HM	526	Urinary Tract Domain
HM	527	Digestive Domain
HM	527	Digestive Domain
HM	528	Met & Endo & Reprod Domain
HM	528	Met & Endo & Reprod Domain
HM	532	Clinical Skills II
HM	535	Clinical Skills V
HM	547	Soc Con Clin Decisions II
HM	547	Soc Con Clin Decisions II
HM	548	Medical Humanities Seminar
HM	548	Medical Humanities Seminar
HM	561	Basic Principles of Pathology
HM	572	Integrative Clin Correl II
HM	590	Special Topics in Medicine
HM	591	Spec Prob in Human Medicine
HM	631	Adv Med for Undrsrvd/Vlnble
HM	637	Core Competencies III
HM	637	Core Competencies III
HM	637	Core Competencies III
HM	640	Service Learning in Community
HM	691	Research Clerkship
HM	801	Introduction to Public Health
HM	801	Introduction to Public Health
HM	802	Biostatistics Public Health
HM	803	Epidemiology and Public Health
HM	804	Public Health Administration
HM	805	Social & Behav Asp Public Hlth
HM	806	Environ Factors of Health
HM	806	Environ Factors of Health
HM	830	Pract Applic Public Health Law
HM	832	Global Public Health
HM	836	Comparative Healthcare Systems
HM	839	Water & PH: Global Perspective
HM	840	Public Health Finance
HM	852	Outbreak Investigations in PH
HM	854	Health Equity in Public Health
HM	859	Making a Community Diagnosis
HM	865	Vitamins & Minerals
HM	869	Psychiatry and Public Health
HM	871	Vaccine Preventable Diseases
HM	873	Maternal & Child Health
HM	882	Public Health Nutrition
HM	891	Intro Public Health Practicum
HM	892	Public Health Practicum
HM	893	Public Health Capstone
HNF	150	Intro To Human Nutrition
HNF	260	Principles of Human Nutrition
HNF	300	Experiment Approaches to Foods
HNF	320	Basic Skills Dietetic Practice
HNF	400	Art & Science of Food Prep
HNF	406	Sociocultural Aspects of Food
HNF	444	Food and Nutrition Serv Mgt
HNF	445	Foodservice Mgt Experience
HNF	453	Nutrition & Human Development
HNF	457	Sports and Cardiovascular Nutr
HNF	464	Nutr Prev & Treatment Disease
HNF	472	Medical Nutrition Therapy II
HNF	480	Concepts Human Nutr Res Meth
HNF	490	Independent Study
HNF	490	Independent Study
HRT	100	Horticulture Plants & People
HRT	204	Plant Propagation
HRT	205	Plant Mineral Nutrition
HRT	206	Training and Pruning Plants
HRT	208	Pruning Training in HRT
HRT	212	Landscape Plants II
HRT	213	Landscape Maintenance
HRT	213	Landscape Maintenance
HRT	214	Landscape & Turf Operations
HRT	218	Landscape Irrigation
HRT	242	Pass Solar Grnhse for Pro Cul
HRT	243	Organic Transplant Production
HRT	251	Organic Farming Prin and Pract
HRT	253	Compost Production and Use
HRT	311	Landscape Design & Mgt Specif
HRT	335	Berry Crop Production & Mgt
HRT	341	Vegetable Production/Managemnt
HRT	362	Applied Crop Improvement
HRT	404	Horticulture Management (W)
HRT	491	Sel Top in Horticulture
HRT	820	Plant Rep Biol & Polyploidy
HRT	821	Crop Evolution
HRT	899	Master's Thesis Research
HRT	999	Doctoral Dissertation Research
HST	110	Hist Appro to Contemp Issues
HST	110	Hist Appro to Contemp Issues
HST	150	World History since 1500
HST	150	World History since 1500
HST	150	World History since 1500
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	201	Historical Methods and Skills
HST	202	U.S. History to 1876
HST	203	U.S. History Since 1876
HST	205B	Europe in the Middle Ages
HST	213	U.S. Business & Econ History
HST	302	Revolutionary America
HST	304	The American Civil War
HST	306	Modern United States
HST	311	African Amer Hist since 1876
HST	312	African American Women
HST	314	Women in the U.S. since 1869
HST	316	U.S. Intellect Hist since 1860
HST	317	American Jewish History
HST	318B	U.S. Constitutional History II
HST	324	History of Sport in America
HST	326	U.S. Foreign Relat since 1914
HST	328	Modern U.S. Military History
HST	331	Anct Roman Hist 200 BCE-500 CE
HST	332B	Europe Middle Ages, 1000-1300
HST	334B	Europe in Age of Absolutism
HST	336	Contemporary Europe 1870-Pres
HST	343	Rus from Peter Great to Lenin
HST	361	African History since 1800
HST	364	South Africa and Its Neighbors
HST	366	Southeast Asia since 1500
HST	373	Modern Middle East
HST	413	Families-Historic Perspective
HST	414	World War II
HST	425	Amer/Euro Hlth Care since 1800
HST	454	Special Topics in Amer Hst
HST	455	Special Topics in Modern Hist
HST	480	Seminar American History (W)
HST	480	Seminar American History (W)
HST	480	Seminar American History (W)
HST	481	Seminar in Ancient History (W)
HST	483	Sem Modern European Hist (W)
HST	487	Sem in Comparative History (W)
HST	829	African Historiography
HST	999	Doctoral Dissertation Research
IAH	201	U.S. & The World (D)
IAH	201	U.S. & The World (D)
IAH	202	Europe and the World (I)
IAH	202	Europe and the World (I)
IAH	202	Europe and the World (I)
IAH	203	Latin America & the World (I)
IAH	206	Self, Society, Technology (D)
IAH	206	Self, Society, Technology (D)
IAH	206	Self, Society, Technology (D)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	207	Lit, Cultures, Identities (I)
IAH	208	Music and Culture (I)
IAH	208	Music and Culture (I)
IAH	209	Art, the Visual, & Culture (D)
IAH	209	Art, the Visual, & Culture (D)
IAH	210	Middle East and World (I)
IAH	211A	Area Studies Africa (I)
IAH	211B	Area Studies Asia (I)
IAH	211B	Area Studies Asia (I)
IAH	211B	Area Studies Asia (I)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	211C	Area Studies Americas (D)
IAH	221A	Great Ages Ancient World (I)
IAH	221A	Great Ages Ancient World (I)
IAH	221A	Great Ages Ancient World (I)
IAH	221B	Great Ages Medieval & Erly Mod
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	221C	Great Ages Modern World (I)
IAH	231A	Human Values & the Arts & Hum
IAH	231A	Human Values & the Arts & Hum
IAH	231A	Human Values & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231B	Moral Issues & the Arts & Hum
IAH	231C	Roles of Lang in Society (D)
IAH	231C	Roles of Lang in Society (D)
IAH	241A	Music/Society Modern Wrld (D)
IAH	241A	Music/Society Modern Wrld (D)
IAH	241C	Cul & Artistic Trad Europe
IAH	241D	Theater & Society in the West
IAH	241E	Creative Process
IAH	241E	Creative Process
IDES	142	Design Theory Studio
IDES	150	Interior Design Drafting
IDES	240	Comp-Aided Design for Designer
IDES	250	CAD and Structural Systems
IDES	252	Interior Design Synthesis I
IDES	350	Int Des Light & Environ Sys
IDES	352	Interior Design Synthesis II
IDES	354	Hist Int Des Neo-Class - Mod
IDES	393	Intro to Prof Practice
IDES	440	Contemporary Design Issues
IDES	451	ID Professional Practice
IDES	452	Interior Design Synthesis III
IDES	458	Housing Hum Ecological Perspec
IM	401	Clin Emergency Med Research I
IM	650	Medicine Clerkship
IM	651	Cardiology Clerkship
IM	652	Gastroenterology Clerkship
IM	655	Nephrology Clerkship
IM	657	Emergency Medicine Clerkship
ISB	200	History of Life
ISB	201	Insects, Global, & Sustain
ISB	201	Insects, Global, & Sustain
ISB	201	Insects, Global, & Sustain
ISB	201L	Insects, Global, & Sustain Lab
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	202	Appl Envir & Organismal Bio
ISB	204	Appl Biomedical Sciences
ISB	208L	IS Biology Lab
ISB	208L	IS Biology Lab
ISE	120	Integrated Science Seminar
ISE	301	Science for Elementary Schools
ISE	301	Science for Elementary Schools
ISE	301	Science for Elementary Schools
ISE	301	Science for Elementary Schools
ISE	320	Integrated Science
ISE	420	Integrated Science Research
ISE	870	Teaching College Science
ISP	203A	Global Change
ISP	203A	Global Change
ISP	203B	Natural Hazards & Environment
ISP	203B	Natural Hazards & Environment
ISP	203L	Geology Human Environment Lab
ISP	205	Visions of the Universe
ISP	205	Visions of the Universe
ISP	205	Visions of the Universe
ISP	205	Visions of the Universe
ISP	205L	Visions of the Universe Lab
ISP	209	Mystery of the Physical World
ISP	209L	Mystery of Physical World Lab
ISP	215	The Science of Sound
ISP	217	Water and the Environment
ISP	217L	Water and the Environment Lab
ISP	220	Quarks, Spacetime, Big Bang
ISP	221	Earth Environment and Energy
ISS	210	Society and the Individual (D)
ISS	210	Society and the Individual (D)
ISS	210	Society and the Individual (D)
ISS	210	Society and the Individual (D)
ISS	210	Society and the Individual (D)
ISS	210	Society and the Individual (D)
ISS	215	Soc Different & Inequality (D)
ISS	220	Time Space & Chg Human Soc (D)
ISS	225	Power Authority & Exchange (D)
ISS	225	Power Authority & Exchange (D)
ISS	305	Evaluating Evidence-S Sc (N)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	310	People and Environment (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	315	Global Divrsty/Interdepend (I)
ISS	325	War and Revolution (I)
ISS	325	War and Revolution (I)
ISS	327	Risk and Society (D)
ISS	327	Risk and Society (D)
ISS	328	Social Science of Sports (I)
ISS	328	Social Science of Sports (I)
ISS	330A	Africa Soc Sci Perspct (I)
ISS	330A	Africa Soc Sci Perspct (I)
ISS	330B	Asia Soc Sci Perspct (I)
ISS	330B	Asia Soc Sci Perspct (I)
ISS	330B	Asia Soc Sci Perspct (I)
ISS	330C	Latin Amer Soc Sci Persp (I)
ISS	330C	Latin Amer Soc Sci Persp (I)
ISS	335	Ntl Diversity & Change US (N)
ISS	335	Ntl Diversity & Change US (N)
ISS	335	Ntl Diversity & Change US (N)
ISS	335	Ntl Diversity & Change US (N)
ISS	335	Ntl Diversity & Change US (N)
ITL	102	Elementary Italian II
ITL	202	Second-Year Italian II
ITM	309	Business Information Systems
ITM	311	Systems Analysis and Design
ITM	444	Information Technology Project
JPN	102	Elementary Japanese II
JPN	102	Elementary Japanese II
JPN	202	Second-Year Japanese II
JPN	302	Third-Year Japanese II
JPN	369	JPN Lit & Culture I
JPN	402	Fourth-Year Japanese II
JPN	441	Japanese Short Stories
JPN	469	JPN Lit/Culture II (W)
JRN	108	The World of Media
JRN	200	Writing and Reporting News I
JRN	200	Writing and Reporting News I
JRN	200	Writing and Reporting News I
JRN	203	Visualizing Information
JRN	300	Writing & Reporting News II(W)
JRN	300	Writing & Reporting News II(W)
JRN	300	Writing & Reporting News II(W)
JRN	306	Radio and TV News
JRN	336	Designing for Print & Online
JRN	400	Spartan Online Newsroom
JRN	402	Public Relations Topics in JRN
JRN	417	Sports Reporting II
JRN	430	News Media Law & Ethics
JRN	430	News Media Law & Ethics
JRN	432	Feature Writing
JRN	445	Images and Messages
JRN	450	Creating/Marketing Journalism
JRN	475	International News/Governments
JRN	492	Seminar in Journalism
JRN	492	Seminar in Journalism
JRN	493	JRN Prof Field Experience
KIN	101A	Swimming I
KIN	101M	Great Lakes Sailing
KIN	101T	SCUBA Diving I
KIN	102A	Judo I
KIN	102C	Karate I
KIN	102K	Tae Kwon Do I
KIN	102M	Kendo I
KIN	103A	Aerobic Exercise I
KIN	103C	Aerobic Exercise, Low Impact
KIN	103D	General Conditioning I
KIN	103D	General Conditioning I
KIN	103G	Power Walking
KIN	103R	Weight Training I
KIN	103S	Swim Conditioning
KIN	103U	Step Aerobics
KIN	103V	Boxing Conditioning
KIN	106C	Bowling I
KIN	106V	Self Defense
KIN	106V	Self Defense
KIN	106V	Self Defense
KIN	106W	Yoga
KIN	107B	Racquetball I
KIN	107E	Tennis I
KIN	108A	Basketball I
KIN	108C	Ice Hockey I
KIN	108K	Volleyball I
KIN	108R	Soccer, Indoor
KIN	108W	Wheelchair Basketball
KIN	111A	Swimming II
KIN	111B	Swimming III
KIN	111U	SCUBA Open Water Certification
KIN	113A	Aerobic Exercise II
KIN	113B	General Conditioning II
KIN	113B	General Conditioning II
KIN	113C	General Conditioning III
KIN	113E	Weight Training II
KIN	113E	Weight Training II
KIN	113F	Weight Training III
KIN	113N	General Conditioning IV
KIN	113P	Weight Training IV
KIN	116A	Bowling II
KIN	116F	Triathlon Training
KIN	117B	Tennis II
KIN	118A	Basketball II
KIN	118B	Ice Hockey II
KIN	118C	Soccer II
KIN	118E	Volleyball II
KIN	121	The Healthy Lifestyle
KIN	125	First Aid and Personal Safety
KIN	126	Introduction Athletic Training
KIN	127	Clinical Observ Athl Training
KIN	173	Foundations of Kinesiology
KIN	204	Sailing and Cruising
KIN	205	Lifeguarding
KIN	216	Applied Human Anatomy
KIN	217	Applied Human Anatomy Lab
KIN	227	Clinical Athletic Training
KIN	250	Measurement in Kinesiology
KIN	250	Measurement in Kinesiology
KIN	300C	Coaching Soccer
KIN	300L	Coach for Str Cond & Fitness
KIN	310	Physiological Bases Phys Act
KIN	320	Pathology of Sports Injury
KIN	330	Biomechanics of Phys Activity
KIN	345	Sport & Exercise Psych (W)
KIN	345	Sport & Exercise Psych (W)
KIN	355	Phys Activ & Hlth Educ Teacher
KIN	360	Physical Growth & Motor Behav
KIN	365	Sensorimotor Control
KIN	371	Intro Research Methods KIN
KIN	401	Principles of Coaching II
KIN	411	Lab Exp in Exercise Physiology
KIN	422	Adv Rehab of Athletic Injuries
KIN	424	Psychology of Injury
KIN	426	Upper Body Injury Evaluation
KIN	427	Clin Rotate Ath Train
KIN	427	Clin Rotate Ath Train
KIN	445	Sociocult Anl Phys Activity(W)
KIN	454	Facility Planning & Constr
KIN	465	Adapted Physical Activity
KIN	490	Independent Study
KIN	492	Internship: Non-physio Based
KIN	493	Internship: Physio Based
KIN	815	Essentials Strength & Cond
KIN	825	Inj Cntrl Sprts & Phys Activt
KIN	854	Legal/Admn Issues of Coaching
KIN	858	Student Athlete Development
KIN	940	Issues Psychosoc Phys Act
KIN	999	Doctoral Dissertation Research
LA	141	Graphics and 3-D Design Studio
LA	231	Landscape Site Engineering
LA	243	Place Making Studio
LA	345	Design Development Studio
LA	390	Landscape Archit Field Studies
LA	421	Drawing as Knowing
LA	447	Juried Design Studio
LA	492	Senior Research Seminar (W)
LAW	500C	Constitutional Law I
LAW	500C	Constitutional Law I
LAW	500C	Constitutional Law I
LAW	500C	Constitutional Law I
LAW	500F	Criminal Law
LAW	500F	Criminal Law
LAW	500F	Criminal Law
LAW	500G	Property
LAW	500G	Property
LAW	500G	Property
LAW	500G	Property
LAW	500M	Business Enterprises
LAW	500M	Business Enterprises
LAW	500N	Constitutional Law II
LAW	500N	Constitutional Law II
LAW	500P	Evidence
LAW	500Q	Professional Responsibility
LAW	501A	Basic Income Tax A
LAW	501D	Decedents Estates & Trusts
